ticker,asset_name,asset_class,scenario_code,scenario_name,scenario_name_ko,lens,scenario_beta,conditional_return_hit,downside_capture,direction,magnitude,sensitivity_level,confidence,method,sensitivity_version,method_priority,sample_count,sample_count_actual,direct_metric_count,source_quality,beta_stability,event_or_seed_dependent,window_start,window_end,active_hit_count,scenario_context_weight,scenario_trade_gate_weight,evidence_quality,gate_eligible,gate_reason,context_reason,scenario_return_beta,scenario_downside_beta,scenario_conditional_return,recommended_role,notes
000660.KS,000660.KS,kr_stock,usd_strength_krw_weakness,USD Strength / KRW Weakness,달러강세/원화약세장,fx_krw,0.715115,-0.01021,1.246781,positive,0.715115,medium,78.591896,rolling_beta,v3,1,4204,4204,4,market,pass,N,,2026-06-04,1,0.958519,0.958519,high,Y,trade-gated adverse scenario with medium/high evidence,active market context,-0.414921,1.246781,-0.01021,krw_weakness_vulnerable,달러가 강하고 원화가 약해져 KRW 기준 투자자의 환율 리스크가 커지는 장세입니다. 한국 자산과 USD 노출의 역할을 분리해 봅니다.
000660.KS,000660.KS,kr_stock,china_trade_fragmentation_shock,China / Trade Fragmentation Shock,중국·무역분절 충격장,china_asia,1.117347,-0.01021,1.246781,positive,1.117347,high,67.121129,rolling_beta,v3,1,1184,1184,5,market,pass,N,,2026-06-04,1,0.743352,0.743352,high,Y,trade-gated adverse scenario with medium/high evidence,active market context,1.320031,1.246781,-0.01021,china_asia_shock_vulnerable,중국 경기·무역갈등·공급망 충격이 한국/아시아와 반도체 자산에 번지는 장세입니다. 한국 반도체 factor와 원화 약세를 함께 확인합니다.
000660.KS,000660.KS,kr_stock,higher_for_longer_long_rate_shock,Higher-for-Longer / Long-Rate Shock,장기금리 부담장,us_global,0.317717,-0.01021,0.259261,positive,0.317717,medium,60.332483,rolling_beta,v3,1,4632,4632,3,market,pass,N,,2026-06-04,1,0.710094,0.0,high,N,below ACTIVE confidence/coverage trade-gate threshold,active market context,0.123121,0.259261,-0.01021,rate_sensitive,장기금리와 달러 강세 부담이 채권·성장주·신용자산을 압박하는 장세입니다. 고밸류 성장주와 반도체 factor 민감도를 점검합니다.
000660.KS,000660.KS,kr_stock,geopolitical_escalation_supply_shock,Geopolitical Escalation / Supply Shock,지정학 확전·공급충격장,geopolitical,0.497049,-0.01021,0.123121,positive,0.497049,medium,52.44319,rolling_beta,v3,1,4204,4204,3,manual,pass,Y,,2026-06-04,1,0.382179,0.0,medium,N,context only: source_quality=manual,context only: source_quality=manual,0.012981,,-0.01021,geopolitical_supply_shock_vulnerable,"전쟁, 제재, 해상로 차질, 대만·중동·한반도 긴장처럼 유가·금·방산·변동성이 동시에 움직이는 이벤트성 충격 장세입니다. 뉴스 overlay는 가격 신호를 보강하는 용도로만 해석합니다."
000660.KS,000660.KS,kr_stock,acute_global_stress_liquidity_crunch,Acute Global Stress / Liquidity Crunch,급성 리스크오프/유동성 경색장,us_global,0.527176,-0.01021,0.259261,positive,0.527176,medium,41.987513,rolling_beta,v3,1,4632,4632,3,market,pass,N,,2026-06-04,1,0.362342,0.0,medium,N,context only: WATCH state,context only: WATCH state,0.123121,0.259261,-0.01021,liquidity_stress_vulnerable,변동성이 튀고 위험자산이 동반 약세를 보이는 단기 스트레스 장세입니다. 상관관계 상승과 유동성 악화를 우선 점검합니다.
000660.KS,000660.KS,kr_stock,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,0.123121,-0.01021,0.259261,positive,0.123121,low,48.066958,rolling_beta,v3,1,4632,4632,3,market,pass,N,,2026-06-04,0,0.0,0.0,medium,N,non-adverse scenario,inactive scenario,0.123121,0.259261,-0.01021,neutral_or_defensive,우호적 위험선호장 참여 민감도
000660.KS,000660.KS,kr_stock,stagflation_reinflation_energy_shock,Stagflation / Reinflation / Energy Shock,물가·에너지 재상승장,us_global,0.298347,-0.01021,0.123121,positive,0.298347,low,53.197858,rolling_beta,v3,1,4632,4632,2,market,pass,N,,2026-06-04,0,0.0,0.0,high,N,scenario inactive,inactive scenario,0.012981,,-0.01021,stagflation_vulnerable,성장 부담이 있는데 유가·원자재·인플레이션 압력이 다시 커지는 장세입니다. 에너지/원자재 수혜와 장기채 부담을 함께 봅니다.
000660.KS,000660.KS,kr_stock,korea_domestic_financial_stress,Korea Domestic Financial Stress,한국 내수 금융스트레스장,korea_market,1.337721,-0.01021,1.246781,positive,1.337721,high,84.809459,rolling_beta,v3,1,4204,4204,5,seed,pass,Y,,2026-06-04,0,0.0,0.0,medium,N,scenario inactive,inactive scenario,1.320031,1.246781,-0.01021,korea_financial_stress_vulnerable,"가계부채, 부동산 PF, 비은행권, 금융주와 건설주 스트레스가 한국 자산 전반으로 번지는 장세입니다. 금융/건설 basket, 신용 spread, 단기자금 spread, 원화 약세를 함께 점검합니다."
000660.KS,000660.KS,kr_stock,semiconductor_ai_cycle_shock,Semiconductor / AI Cycle Shock,AI·반도체 사이클 충격장,korea_semiconductor,1.006735,-0.01021,0.14404,positive,1.006735,high,77.298138,rolling_beta,v3,1,1184,1184,6,market,pass,N,,2026-06-04,0,0.0,0.0,high,N,scenario inactive,inactive scenario,0.145765,0.14404,-0.01021,semiconductor_ai_shock_vulnerable,"AI capex 기대와 반도체 모멘텀이 꺾이면서 미국 성장주와 한국 반도체 대형주가 동시에 압박받는 장세입니다. SOXX, AI leader basket, 한국 반도체 basket의 동반 약세와 원화 압력을 함께 봅니다."
000660.KS,000660.KS,kr_stock,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,0.437386,-0.01021,0.259261,positive,0.437386,medium,60.696943,rolling_beta,v3,1,4632,4632,3,market,pass,N,,2026-06-04,0,0.0,0.0,high,N,scenario inactive,inactive scenario,0.123121,0.259261,-0.01021,slowdown_vulnerable,수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
000810.KS,000810.KS,kr_stock,usd_strength_krw_weakness,USD Strength / KRW Weakness,달러강세/원화약세장,fx_krw,0.557225,-0.004478,0.707101,positive,0.557225,medium,78.591896,rolling_beta,v3,1,4204,4204,4,market,pass,N,,2026-06-04,1,0.958519,0.958519,high,Y,trade-gated adverse scenario with medium/high evidence,active market context,-0.225768,0.707101,-0.004478,krw_weakness_vulnerable,달러가 강하고 원화가 약해져 KRW 기준 투자자의 환율 리스크가 커지는 장세입니다. 한국 자산과 USD 노출의 역할을 분리해 봅니다.
000810.KS,000810.KS,kr_stock,china_trade_fragmentation_shock,China / Trade Fragmentation Shock,중국·무역분절 충격장,china_asia,0.497737,-0.004478,0.707101,positive,0.497737,medium,67.121129,rolling_beta,v3,1,1184,1184,5,market,pass,N,,2026-06-04,1,0.743352,0.743352,high,Y,trade-gated adverse scenario with medium/high evidence,active market context,0.640282,0.707101,-0.004478,china_asia_shock_vulnerable,중국 경기·무역갈등·공급망 충격이 한국/아시아와 반도체 자산에 번지는 장세입니다. 한국 반도체 factor와 원화 약세를 함께 확인합니다.
000810.KS,000810.KS,kr_stock,higher_for_longer_long_rate_shock,Higher-for-Longer / Long-Rate Shock,장기금리 부담장,us_global,0.457227,-0.004478,0.11556,positive,0.457227,medium,60.332483,rolling_beta,v3,1,4632,4632,3,market,pass,N,,2026-06-04,1,0.710094,0.0,high,N,below ACTIVE confidence/coverage trade-gate threshold,active market context,0.013141,0.11556,-0.004478,rate_sensitive,장기금리와 달러 강세 부담이 채권·성장주·신용자산을 압박하는 장세입니다. 고밸류 성장주와 반도체 factor 민감도를 점검합니다.
000810.KS,000810.KS,kr_stock,geopolitical_escalation_supply_shock,Geopolitical Escalation / Supply Shock,지정학 확전·공급충격장,geopolitical,0.062681,-0.004478,0.013141,positive,0.062681,low,52.44319,rolling_beta,v3,1,4204,4204,3,manual,pass,Y,,2026-06-04,1,0.382179,0.0,medium,N,context only: source_quality=manual,context only: source_quality=manual,0.03442,,-0.004478,geopolitical_supply_shock_vulnerable,"전쟁, 제재, 해상로 차질, 대만·중동·한반도 긴장처럼 유가·금·방산·변동성이 동시에 움직이는 이벤트성 충격 장세입니다. 뉴스 overlay는 가격 신호를 보강하는 용도로만 해석합니다."
000810.KS,000810.KS,kr_stock,acute_global_stress_liquidity_crunch,Acute Global Stress / Liquidity Crunch,급성 리스크오프/유동성 경색장,us_global,0.208751,-0.004478,0.11556,positive,0.208751,low,41.987513,rolling_beta,v3,1,4632,4632,3,market,pass,N,,2026-06-04,1,0.362342,0.0,medium,N,context only: WATCH state,context only: WATCH state,0.013141,0.11556,-0.004478,liquidity_stress_vulnerable,변동성이 튀고 위험자산이 동반 약세를 보이는 단기 스트레스 장세입니다. 상관관계 상승과 유동성 악화를 우선 점검합니다.
000810.KS,000810.KS,kr_stock,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,0.013141,-0.004478,0.11556,neutral,0.013141,low,48.066958,rolling_beta,v3,1,4632,4632,3,market,pass,N,,2026-06-04,0,0.0,0.0,medium,N,non-adverse scenario,inactive scenario,0.013141,0.11556,-0.004478,neutral_or_defensive,우호적 위험선호장 참여 민감도
000810.KS,000810.KS,kr_stock,stagflation_reinflation_energy_shock,Stagflation / Reinflation / Energy Shock,물가·에너지 재상승장,us_global,0.316557,-0.004478,0.013141,positive,0.316557,medium,53.197858,rolling_beta,v3,1,4632,4632,2,market,pass,N,,2026-06-04,0,0.0,0.0,high,N,scenario inactive,inactive scenario,0.03442,,-0.004478,stagflation_vulnerable,성장 부담이 있는데 유가·원자재·인플레이션 압력이 다시 커지는 장세입니다. 에너지/원자재 수혜와 장기채 부담을 함께 봅니다.
000810.KS,000810.KS,kr_stock,korea_domestic_financial_stress,Korea Domestic Financial Stress,한국 내수 금융스트레스장,korea_market,0.675426,-0.004478,0.707101,positive,0.675426,medium,84.809459,rolling_beta,v3,1,4204,4204,5,seed,pass,Y,,2026-06-04,0,0.0,0.0,medium,N,scenario inactive,inactive scenario,0.640282,0.707101,-0.004478,korea_financial_stress_vulnerable,"가계부채, 부동산 PF, 비은행권, 금융주와 건설주 스트레스가 한국 자산 전반으로 번지는 장세입니다. 금융/건설 basket, 신용 spread, 단기자금 spread, 원화 약세를 함께 점검합니다."
000810.KS,000810.KS,kr_stock,semiconductor_ai_cycle_shock,Semiconductor / AI Cycle Shock,AI·반도체 사이클 충격장,korea_semiconductor,0.018867,-0.004478,0.10691,neutral,0.018867,low,77.298138,rolling_beta,v3,1,1184,1184,6,market,pass,N,,2026-06-04,0,0.0,0.0,high,N,scenario inactive,inactive scenario,-0.024395,0.10691,-0.004478,semiconductor_ai_shock_vulnerable,"AI capex 기대와 반도체 모멘텀이 꺾이면서 미국 성장주와 한국 반도체 대형주가 동시에 압박받는 장세입니다. SOXX, AI leader basket, 한국 반도체 basket의 동반 약세와 원화 압력을 함께 봅니다."
000810.KS,000810.KS,kr_stock,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,-0.184718,-0.004478,0.11556,negative,0.184718,low,60.696943,rolling_beta,v3,1,4632,4632,3,market,pass,N,,2026-06-04,0,0.0,0.0,high,N,scenario inactive,inactive scenario,0.013141,0.11556,-0.004478,slowdown_defense,수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
003670.KS,003670.KS,kr_stock,usd_strength_krw_weakness,USD Strength / KRW Weakness,달러강세/원화약세장,fx_krw,0.586846,-0.005132,0.872668,positive,0.586846,medium,78.591896,rolling_beta,v3,1,4204,4204,4,market,pass,N,,2026-06-04,1,0.958519,0.958519,high,Y,trade-gated adverse scenario with medium/high evidence,active market context,-0.353188,0.872668,-0.005132,krw_weakness_vulnerable,달러가 강하고 원화가 약해져 KRW 기준 투자자의 환율 리스크가 커지는 장세입니다. 한국 자산과 USD 노출의 역할을 분리해 봅니다.
003670.KS,003670.KS,kr_stock,china_trade_fragmentation_shock,China / Trade Fragmentation Shock,중국·무역분절 충격장,china_asia,0.537783,-0.005132,0.872668,positive,0.537783,medium,67.121129,rolling_beta,v3,1,1184,1184,5,market,pass,N,,2026-06-04,1,0.743352,0.743352,high,Y,trade-gated adverse scenario with medium/high evidence,active market context,0.770918,0.872668,-0.005132,china_asia_shock_vulnerable,중국 경기·무역갈등·공급망 충격이 한국/아시아와 반도체 자산에 번지는 장세입니다. 한국 반도체 factor와 원화 약세를 함께 확인합니다.
003670.KS,003670.KS,kr_stock,higher_for_longer_long_rate_shock,Higher-for-Longer / Long-Rate Shock,장기금리 부담장,us_global,0.452974,-0.005132,0.139882,positive,0.452974,medium,60.332483,rolling_beta,v3,1,4632,4632,3,market,pass,N,,2026-06-04,1,0.710094,0.0,high,N,below ACTIVE confidence/coverage trade-gate threshold,active market context,0.005407,0.139882,-0.005132,rate_sensitive,장기금리와 달러 강세 부담이 채권·성장주·신용자산을 압박하는 장세입니다. 고밸류 성장주와 반도체 factor 민감도를 점검합니다.
003670.KS,003670.KS,kr_stock,geopolitical_escalation_supply_shock,Geopolitical Escalation / Supply Shock,지정학 확전·공급충격장,geopolitical,-0.269914,-0.005132,0.005407,negative,0.269914,low,52.44319,rolling_beta,v3,1,4204,4204,3,manual,pass,Y,,2026-06-04,1,0.382179,0.0,medium,N,context only: source_quality=manual,context only: source_quality=manual,0.001129,,-0.005132,geopolitical_supply_shock_hedge,"전쟁, 제재, 해상로 차질, 대만·중동·한반도 긴장처럼 유가·금·방산·변동성이 동시에 움직이는 이벤트성 충격 장세입니다. 뉴스 overlay는 가격 신호를 보강하는 용도로만 해석합니다."
003670.KS,003670.KS,kr_stock,acute_global_stress_liquidity_crunch,Acute Global Stress / Liquidity Crunch,급성 리스크오프/유동성 경색장,us_global,0.233925,-0.005132,0.139882,positive,0.233925,low,41.987513,rolling_beta,v3,1,4632,4632,3,market,pass,N,,2026-06-04,1,0.362342,0.0,medium,N,context only: WATCH state,context only: WATCH state,0.005407,0.139882,-0.005132,liquidity_stress_vulnerable,변동성이 튀고 위험자산이 동반 약세를 보이는 단기 스트레스 장세입니다. 상관관계 상승과 유동성 악화를 우선 점검합니다.
003670.KS,003670.KS,kr_stock,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,0.005407,-0.005132,0.139882,neutral,0.005407,low,48.066958,rolling_beta,v3,1,4632,4632,3,market,pass,N,,2026-06-04,0,0.0,0.0,medium,N,non-adverse scenario,inactive scenario,0.005407,0.139882,-0.005132,neutral_or_defensive,우호적 위험선호장 참여 민감도
003670.KS,003670.KS,kr_stock,stagflation_reinflation_energy_shock,Stagflation / Reinflation / Energy Shock,물가·에너지 재상승장,us_global,-0.119801,-0.005132,0.005407,negative,0.119801,low,53.197858,rolling_beta,v3,1,4632,4632,2,market,pass,N,,2026-06-04,0,0.0,0.0,high,N,scenario inactive,inactive scenario,0.001129,,-0.005132,inflation_hedge,성장 부담이 있는데 유가·원자재·인플레이션 압력이 다시 커지는 장세입니다. 에너지/원자재 수혜와 장기채 부담을 함께 봅니다.
003670.KS,003670.KS,kr_stock,korea_domestic_financial_stress,Korea Domestic Financial Stress,한국 내수 금융스트레스장,korea_market,0.663224,-0.005132,0.872668,positive,0.663224,medium,84.809459,rolling_beta,v3,1,4204,4204,5,seed,pass,Y,,2026-06-04,0,0.0,0.0,medium,N,scenario inactive,inactive scenario,0.770918,0.872668,-0.005132,korea_financial_stress_vulnerable,"가계부채, 부동산 PF, 비은행권, 금융주와 건설주 스트레스가 한국 자산 전반으로 번지는 장세입니다. 금융/건설 basket, 신용 spread, 단기자금 spread, 원화 약세를 함께 점검합니다."
003670.KS,003670.KS,kr_stock,semiconductor_ai_cycle_shock,Semiconductor / AI Cycle Shock,AI·반도체 사이클 충격장,korea_semiconductor,0.218813,-0.005132,0.005247,positive,0.218813,low,77.298138,rolling_beta,v3,1,1184,1184,6,market,pass,N,,2026-06-04,0,0.0,0.0,high,N,scenario inactive,inactive scenario,-0.000747,0.005247,-0.005132,semiconductor_ai_shock_vulnerable,"AI capex 기대와 반도체 모멘텀이 꺾이면서 미국 성장주와 한국 반도체 대형주가 동시에 압박받는 장세입니다. SOXX, AI leader basket, 한국 반도체 basket의 동반 약세와 원화 압력을 함께 봅니다."
003670.KS,003670.KS,kr_stock,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,-0.166857,-0.005132,0.139882,negative,0.166857,low,60.696943,rolling_beta,v3,1,4632,4632,3,market,pass,N,,2026-06-04,0,0.0,0.0,high,N,scenario inactive,inactive scenario,0.005407,0.139882,-0.005132,slowdown_defense,수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
005380.KS,005380.KS,kr_stock,usd_strength_krw_weakness,USD Strength / KRW Weakness,달러강세/원화약세장,fx_krw,0.656061,-0.005493,1.038115,positive,0.656061,medium,78.591896,rolling_beta,v3,1,4204,4204,4,market,pass,N,,2026-06-04,1,0.958519,0.958519,high,Y,trade-gated adverse scenario with medium/high evidence,active market context,-0.302168,1.038115,-0.005493,krw_weakness_vulnerable,달러가 강하고 원화가 약해져 KRW 기준 투자자의 환율 리스크가 커지는 장세입니다. 한국 자산과 USD 노출의 역할을 분리해 봅니다.
005380.KS,005380.KS,kr_stock,china_trade_fragmentation_shock,China / Trade Fragmentation Shock,중국·무역분절 충격장,china_asia,0.602174,-0.005493,1.038115,positive,0.602174,medium,67.121129,rolling_beta,v3,1,1184,1184,5,market,pass,N,,2026-06-04,1,0.743352,0.743352,high,Y,trade-gated adverse scenario with medium/high evidence,active market context,1.013568,1.038115,-0.005493,china_asia_shock_vulnerable,중국 경기·무역갈등·공급망 충격이 한국/아시아와 반도체 자산에 번지는 장세입니다. 한국 반도체 factor와 원화 약세를 함께 확인합니다.
005380.KS,005380.KS,kr_stock,higher_for_longer_long_rate_shock,Higher-for-Longer / Long-Rate Shock,장기금리 부담장,us_global,0.025823,-0.005493,0.133293,neutral,0.025823,low,60.332483,rolling_beta,v3,1,4632,4632,3,market,pass,N,,2026-06-04,1,0.710094,0.0,high,N,below ACTIVE confidence/coverage trade-gate threshold,active market context,0.046952,0.133293,-0.005493,rate_sensitive,장기금리와 달러 강세 부담이 채권·성장주·신용자산을 압박하는 장세입니다. 고밸류 성장주와 반도체 factor 민감도를 점검합니다.
005380.KS,005380.KS,kr_stock,geopolitical_escalation_supply_shock,Geopolitical Escalation / Supply Shock,지정학 확전·공급충격장,geopolitical,0.000332,-0.005493,0.046952,neutral,0.000332,low,52.44319,rolling_beta,v3,1,4204,4204,3,manual,pass,Y,,2026-06-04,1,0.382179,0.0,medium,N,context only: source_quality=manual,context only: source_quality=manual,0.034261,,-0.005493,geopolitical_supply_shock_vulnerable,"전쟁, 제재, 해상로 차질, 대만·중동·한반도 긴장처럼 유가·금·방산·변동성이 동시에 움직이는 이벤트성 충격 장세입니다. 뉴스 overlay는 가격 신호를 보강하는 용도로만 해석합니다."
005380.KS,005380.KS,kr_stock,acute_global_stress_liquidity_crunch,Acute Global Stress / Liquidity Crunch,급성 리스크오프/유동성 경색장,us_global,0.273008,-0.005493,0.133293,positive,0.273008,low,41.987513,rolling_beta,v3,1,4632,4632,3,market,pass,N,,2026-06-04,1,0.362342,0.0,medium,N,context only: WATCH state,context only: WATCH state,0.046952,0.133293,-0.005493,liquidity_stress_vulnerable,변동성이 튀고 위험자산이 동반 약세를 보이는 단기 스트레스 장세입니다. 상관관계 상승과 유동성 악화를 우선 점검합니다.
005380.KS,005380.KS,kr_stock,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,0.046952,-0.005493,0.133293,neutral,0.046952,low,48.066958,rolling_beta,v3,1,4632,4632,3,market,pass,N,,2026-06-04,0,0.0,0.0,medium,N,non-adverse scenario,inactive scenario,0.046952,0.133293,-0.005493,neutral_or_defensive,우호적 위험선호장 참여 민감도
005380.KS,005380.KS,kr_stock,stagflation_reinflation_energy_shock,Stagflation / Reinflation / Energy Shock,물가·에너지 재상승장,us_global,-0.296242,-0.005493,0.046952,negative,0.296242,low,53.197858,rolling_beta,v3,1,4632,4632,2,market,pass,N,,2026-06-04,0,0.0,0.0,high,N,scenario inactive,inactive scenario,0.034261,,-0.005493,inflation_hedge,성장 부담이 있는데 유가·원자재·인플레이션 압력이 다시 커지는 장세입니다. 에너지/원자재 수혜와 장기채 부담을 함께 봅니다.
005380.KS,005380.KS,kr_stock,korea_domestic_financial_stress,Korea Domestic Financial Stress,한국 내수 금융스트레스장,korea_market,1.123475,-0.005493,1.038115,positive,1.123475,high,84.809459,rolling_beta,v3,1,4204,4204,5,seed,pass,Y,,2026-06-04,0,0.0,0.0,medium,N,scenario inactive,inactive scenario,1.013568,1.038115,-0.005493,korea_financial_stress_vulnerable,"가계부채, 부동산 PF, 비은행권, 금융주와 건설주 스트레스가 한국 자산 전반으로 번지는 장세입니다. 금융/건설 basket, 신용 spread, 단기자금 spread, 원화 약세를 함께 점검합니다."
005380.KS,005380.KS,kr_stock,semiconductor_ai_cycle_shock,Semiconductor / AI Cycle Shock,AI·반도체 사이클 충격장,korea_semiconductor,0.375934,-0.005493,0.158016,positive,0.375934,medium,77.298138,rolling_beta,v3,1,1184,1184,6,market,pass,N,,2026-06-04,0,0.0,0.0,high,N,scenario inactive,inactive scenario,0.061926,0.158016,-0.005493,semiconductor_ai_shock_vulnerable,"AI capex 기대와 반도체 모멘텀이 꺾이면서 미국 성장주와 한국 반도체 대형주가 동시에 압박받는 장세입니다. SOXX, AI leader basket, 한국 반도체 basket의 동반 약세와 원화 압력을 함께 봅니다."
