date,scenario_code,scenario_name,scenario_name_ko,lens,related_lenses,source_quality,event_or_seed_dependent,top_positive_drivers,top_negative_drivers,market_interpretation_ko,structured_score,structured_confidence,structured_coverage,structured_raw_state,structured_display_state,event_overlay_score,event_overlay_confidence,event_count,overlay_applied,final_score,final_confidence,final_state,final_display_state,merge_engine_version
2021-08-30,geopolitical_escalation_supply_shock,Geopolitical Escalation / Supply Shock,지정학 확전·공급충격장,geopolitical,us_global|korea_market|fx_krw|inflation,manual,Y,"USO 5d return (+0.1339, z=+1.34) | GLD 5d return (+0.0269, z=+0.36)","VIX level (-0.0569, z=-0.76)","전쟁, 제재, 해상로 차질, 대만·중동·한반도 긴장처럼 유가·금·방산·변동성이 동시에 움직이는 이벤트성 충격 장세입니다. 뉴스 overlay는 가격 신호를 보강하는 용도로만 해석합니다.",56.600386,38.541052,0.6,WATCH,PROVISIONAL,,,0,N,56.600386,38.541052,WATCH,PROVISIONAL,phase6_final_market_state_v1
2021-08-30,acute_global_stress_liquidity_crunch,Acute Global Stress / Liquidity Crunch,급성 리스크오프/유동성 경색장,us_global,korea_market|fx_krw,market,N,,"VIX level (-0.1139, z=-0.76) | HYG 5d return (-0.0977, z=+1.30) | QQQ 5d return (-0.0526, z=+0.70)",변동성이 튀고 위험자산이 동반 약세를 보이는 단기 스트레스 장세입니다. 상관관계 상승과 유동성 악화를 우선 점검합니다.,35.209102,55.10044,0.916667,OFF,OFF,,,0,N,35.209102,55.10044,OFF,OFF,phase6_final_market_state_v1
2021-08-30,semiconductor_ai_cycle_shock,Semiconductor / AI Cycle Shock,AI·반도체 사이클 충격장,korea_semiconductor,us_global|korea_market|fx_krw,market,N,,"VIX level (-0.0190, z=-0.76)","AI capex 기대와 반도체 모멘텀이 꺾이면서 미국 성장주와 한국 반도체 대형주가 동시에 압박받는 장세입니다. SOXX, AI leader basket, 한국 반도체 basket의 동반 약세와 원화 압력을 함께 봅니다.",31.018015,3.138919,0.05,OFF,OFF,,,0,N,31.018015,3.138919,OFF,OFF,phase6_final_market_state_v1
2021-08-31,usd_strength_krw_weakness,USD Strength / KRW Weakness,달러강세/원화약세장,fx_krw,korea_market,market,N,"USD/KRW level (+0.1467, z=+0.98)",,달러가 강하고 원화가 약해져 KRW 기준 투자자의 환율 리스크가 커지는 장세입니다. 한국 자산과 USD 노출의 역할을 분리해 봅니다.,74.444634,18.087016,0.26087,STRESS,PROVISIONAL,,,0,N,74.444634,18.087016,STRESS,PROVISIONAL,phase6_final_market_state_v1
2021-08-31,geopolitical_escalation_supply_shock,Geopolitical Escalation / Supply Shock,지정학 확전·공급충격장,geopolitical,us_global|korea_market|fx_krw|inflation,manual,Y,"GLD 5d return (+0.0353, z=+0.47) | USO 5d return (+0.0265, z=+0.27)","VIX level (-0.0420, z=-0.56)","전쟁, 제재, 해상로 차질, 대만·중동·한반도 긴장처럼 유가·금·방산·변동성이 동시에 움직이는 이벤트성 충격 장세입니다. 뉴스 overlay는 가격 신호를 보강하는 용도로만 해석합니다.",50.828246,30.825061,0.6,WATCH,PROVISIONAL,,,0,N,50.828246,30.825061,WATCH,PROVISIONAL,phase6_final_market_state_v1
2021-08-31,acute_global_stress_liquidity_crunch,Acute Global Stress / Liquidity Crunch,급성 리스크오프/유동성 경색장,us_global,korea_market|fx_krw,market,N,,"VIX level (-0.0841, z=-0.56) | HYG 5d return (-0.0714, z=+0.95) | TLT 5d return (-0.0301, z=-0.60)",변동성이 튀고 위험자산이 동반 약세를 보이는 단기 스트레스 장세입니다. 상관관계 상승과 유동성 악화를 우선 점검합니다.,40.611874,49.711711,0.916667,OFF,OFF,,,0,N,40.611874,49.711711,OFF,OFF,phase6_final_market_state_v1
2021-08-31,semiconductor_ai_cycle_shock,Semiconductor / AI Cycle Shock,AI·반도체 사이클 충격장,korea_semiconductor,us_global|korea_market|fx_krw,market,N,,"VIX level (-0.0140, z=-0.56)","AI capex 기대와 반도체 모멘텀이 꺾이면서 미국 성장주와 한국 반도체 대형주가 동시에 압박받는 장세입니다. SOXX, AI leader basket, 한국 반도체 basket의 동반 약세와 원화 압력을 함께 봅니다.",35.984997,2.8409,0.05,OFF,OFF,,,0,N,35.984997,2.8409,OFF,OFF,phase6_final_market_state_v1
2021-09-01,usd_strength_krw_weakness,USD Strength / KRW Weakness,달러강세/원화약세장,fx_krw,korea_market,market,N,"USD/KRW level (+0.1197, z=+0.80)",,달러가 강하고 원화가 약해져 KRW 기준 투자자의 환율 리스크가 커지는 장세입니다. 한국 자산과 USD 노출의 역할을 분리해 봅니다.,69.942425,16.677629,0.26087,STRESS,PROVISIONAL,,,0,N,69.942425,16.677629,STRESS,PROVISIONAL,phase6_final_market_state_v1
2021-09-01,geopolitical_escalation_supply_shock,Geopolitical Escalation / Supply Shock,지정학 확전·공급충격장,geopolitical,us_global|korea_market|fx_krw|inflation,manual,Y,"GLD 5d return (+0.0598, z=+0.80)","VIX level (-0.0599, z=-0.80) | USO 5d return (-0.0032, z=-0.03)","전쟁, 제재, 해상로 차질, 대만·중동·한반도 긴장처럼 유가·금·방산·변동성이 동시에 움직이는 이벤트성 충격 장세입니다. 뉴스 overlay는 가격 신호를 보강하는 용도로만 해석합니다.",49.530536,31.509799,0.6,WATCH,PROVISIONAL,,,0,N,49.530536,31.509799,WATCH,PROVISIONAL,phase6_final_market_state_v1
2021-09-01,acute_global_stress_liquidity_crunch,Acute Global Stress / Liquidity Crunch,급성 리스크오프/유동성 경색장,us_global,korea_market|fx_krw,market,N,"GLD 5d return (+0.0398, z=+0.80)","VIX level (-0.1198, z=-0.80) | HYG 5d return (-0.0667, z=+0.89)",변동성이 튀고 위험자산이 동반 약세를 보이는 단기 스트레스 장세입니다. 상관관계 상승과 유동성 악화를 우선 점검합니다.,40.647645,51.162734,0.916667,OFF,OFF,,,0,N,40.647645,51.162734,OFF,OFF,phase6_final_market_state_v1
2021-09-01,semiconductor_ai_cycle_shock,Semiconductor / AI Cycle Shock,AI·반도체 사이클 충격장,korea_semiconductor,us_global|korea_market|fx_krw,market,N,,"VIX level (-0.0200, z=-0.80)","AI capex 기대와 반도체 모멘텀이 꺾이면서 미국 성장주와 한국 반도체 대형주가 동시에 압박받는 장세입니다. SOXX, AI leader basket, 한국 반도체 basket의 동반 약세와 원화 압력을 함께 봅니다.",30.039558,3.197626,0.05,OFF,OFF,,,0,N,30.039558,3.197626,OFF,OFF,phase6_final_market_state_v1
2021-09-02,usd_strength_krw_weakness,USD Strength / KRW Weakness,달러강세/원화약세장,fx_krw,korea_market,market,N,"USD/KRW level (+0.1331, z=+0.89)",,달러가 강하고 원화가 약해져 KRW 기준 투자자의 환율 리스크가 커지는 장세입니다. 한국 자산과 USD 노출의 역할을 분리해 봅니다.,72.181225,17.37847,0.26087,STRESS,PROVISIONAL,,,0,N,72.181225,17.37847,STRESS,PROVISIONAL,phase6_final_market_state_v1
2021-09-02,geopolitical_escalation_supply_shock,Geopolitical Escalation / Supply Shock,지정학 확전·공급충격장,geopolitical,us_global|korea_market|fx_krw|inflation,manual,Y,"USO 5d return (+0.0696, z=+0.70) | GLD 5d return (+0.0455, z=+0.61)","SPY 5d return (-0.0456, z=+0.91)","전쟁, 제재, 해상로 차질, 대만·중동·한반도 긴장처럼 유가·금·방산·변동성이 동시에 움직이는 이벤트성 충격 장세입니다. 뉴스 overlay는 가격 신호를 보강하는 용도로만 해석합니다.",52.096884,36.302215,0.6,WATCH,PROVISIONAL,,,0,N,52.096884,36.302215,WATCH,PROVISIONAL,phase6_final_market_state_v1
2021-09-02,semiconductor_ai_cycle_shock,Semiconductor / AI Cycle Shock,AI·반도체 사이클 충격장,korea_semiconductor,us_global|korea_market|fx_krw,market,N,,"VIX level (-0.0148, z=-0.59)","AI capex 기대와 반도체 모멘텀이 꺾이면서 미국 성장주와 한국 반도체 대형주가 동시에 압박받는 장세입니다. SOXX, AI leader basket, 한국 반도체 basket의 동반 약세와 원화 압력을 함께 봅니다.",35.223246,2.886605,0.05,OFF,OFF,,,0,N,35.223246,2.886605,OFF,OFF,phase6_final_market_state_v1
2021-09-02,acute_global_stress_liquidity_crunch,Acute Global Stress / Liquidity Crunch,급성 리스크오프/유동성 경색장,us_global,korea_market|fx_krw,market,N,,"HYG 5d return (-0.1043, z=+1.39) | SPY 5d return (-0.0912, z=+0.91) | VIX level (-0.0887, z=-0.59)",변동성이 튀고 위험자산이 동반 약세를 보이는 단기 스트레스 장세입니다. 상관관계 상승과 유동성 악화를 우선 점검합니다.,33.872782,58.180495,0.916667,OFF,OFF,,,0,N,33.872782,58.180495,OFF,OFF,phase6_final_market_state_v1
2021-09-03,geopolitical_escalation_supply_shock,Geopolitical Escalation / Supply Shock,지정학 확전·공급충격장,geopolitical,us_global|korea_market|fx_krw|inflation,manual,Y,"GLD 5d return (+0.0299, z=+0.40) | USO 5d return (+0.0165, z=+0.16)","VIX level (-0.0439, z=-0.59)","전쟁, 제재, 해상로 차질, 대만·중동·한반도 긴장처럼 유가·금·방산·변동성이 동시에 움직이는 이벤트성 충격 장세입니다. 뉴스 overlay는 가격 신호를 보강하는 용도로만 해석합니다.",50.129695,29.466915,0.6,WATCH,PROVISIONAL,,,0,N,50.129695,29.466915,WATCH,PROVISIONAL,phase6_final_market_state_v1
2021-09-03,acute_global_stress_liquidity_crunch,Acute Global Stress / Liquidity Crunch,급성 리스크오프/유동성 경색장,us_global,korea_market|fx_krw,market,N,,"VIX level (-0.0878, z=-0.59) | HYG 5d return (-0.0469, z=+0.63) | TLT 5d return (-0.0443, z=-0.89)",변동성이 튀고 위험자산이 동반 약세를 보이는 단기 스트레스 장세입니다. 상관관계 상승과 유동성 악화를 우선 점검합니다.,42.841171,49.427188,0.916667,OFF,OFF,,,0,N,42.841171,49.427188,OFF,OFF,phase6_final_market_state_v1
2021-09-03,semiconductor_ai_cycle_shock,Semiconductor / AI Cycle Shock,AI·반도체 사이클 충격장,korea_semiconductor,us_global|korea_market|fx_krw,market,N,,"VIX level (-0.0146, z=-0.59)","AI capex 기대와 반도체 모멘텀이 꺾이면서 미국 성장주와 한국 반도체 대형주가 동시에 압박받는 장세입니다. SOXX, AI leader basket, 한국 반도체 basket의 동반 약세와 원화 압력을 함께 봅니다.",35.366679,2.877999,0.05,OFF,OFF,,,0,N,35.366679,2.877999,OFF,OFF,phase6_final_market_state_v1
2021-09-05,usd_strength_krw_weakness,USD Strength / KRW Weakness,달러강세/원화약세장,fx_krw,korea_market,market,N,"USD/KRW level (+0.1124, z=+0.75)",,달러가 강하고 원화가 약해져 KRW 기준 투자자의 환율 리스크가 커지는 장세입니다. 한국 자산과 USD 노출의 역할을 분리해 봅니다.,68.728698,16.297679,0.26087,STRESS,PROVISIONAL,,,0,N,68.728698,16.297679,STRESS,PROVISIONAL,phase6_final_market_state_v1
2021-09-06,usd_strength_krw_weakness,USD Strength / KRW Weakness,달러강세/원화약세장,fx_krw,korea_market,market,N,"USD/KRW level (+0.1175, z=+0.78)",,달러가 강하고 원화가 약해져 KRW 기준 투자자의 환율 리스크가 커지는 장세입니다. 한국 자산과 USD 노출의 역할을 분리해 봅니다.,69.588231,16.56675,0.26087,STRESS,PROVISIONAL,,,0,N,69.588231,16.56675,STRESS,PROVISIONAL,phase6_final_market_state_v1
2021-09-07,usd_strength_krw_weakness,USD Strength / KRW Weakness,달러강세/원화약세장,fx_krw,korea_market,market,N,"USD/KRW level (+0.1603, z=+1.07)",,달러가 강하고 원화가 약해져 KRW 기준 투자자의 환율 리스크가 커지는 장세입니다. 한국 자산과 USD 노출의 역할을 분리해 봅니다.,76.71142,18.796618,0.26087,STRESS,PROVISIONAL,,,0,N,76.71142,18.796618,STRESS,PROVISIONAL,phase6_final_market_state_v1
2021-09-07,semiconductor_ai_cycle_shock,Semiconductor / AI Cycle Shock,AI·반도체 사이클 충격장,korea_semiconductor,us_global|korea_market|fx_krw,market,N,"VIX level (+0.0143, z=+0.57)",,"AI capex 기대와 반도체 모멘텀이 꺾이면서 미국 성장주와 한국 반도체 대형주가 동시에 압박받는 장세입니다. SOXX, AI leader basket, 한국 반도체 basket의 동반 약세와 원화 압력을 함께 봅니다.",64.299021,2.857941,0.05,ACTIVE,PROVISIONAL,,,0,N,64.299021,2.857941,ACTIVE,PROVISIONAL,phase6_final_market_state_v1
2021-09-07,acute_global_stress_liquidity_crunch,Acute Global Stress / Liquidity Crunch,급성 리스크오프/유동성 경색장,us_global,korea_market|fx_krw,market,N,"VIX level (+0.0858, z=+0.57) | LQD 5d return (+0.0772, z=-1.54)","TLT 5d return (-0.0792, z=-1.58)",변동성이 튀고 위험자산이 동반 약세를 보이는 단기 스트레스 장세입니다. 상관관계 상승과 유동성 악화를 우선 점검합니다.,59.708048,56.792911,0.916667,WATCH,WATCH,,,0,N,59.708048,56.792911,WATCH,WATCH,phase6_final_market_state_v1
2021-09-07,geopolitical_escalation_supply_shock,Geopolitical Escalation / Supply Shock,지정학 확전·공급충격장,geopolitical,us_global|korea_market|fx_krw|inflation,manual,Y,"VIX level (+0.0429, z=+0.57) | SPY 5d return (+0.0375, z=-0.75)","USO 5d return (-0.0303, z=-0.30)","전쟁, 제재, 해상로 차질, 대만·중동·한반도 긴장처럼 유가·금·방산·변동성이 동시에 움직이는 이벤트성 충격 장세입니다. 뉴스 overlay는 가격 신호를 보강하는 용도로만 해석합니다.",52.266234,32.018286,0.6,WATCH,PROVISIONAL,,,0,N,52.266234,32.018286,WATCH,PROVISIONAL,phase6_final_market_state_v1
2021-09-08,usd_strength_krw_weakness,USD Strength / KRW Weakness,달러강세/원화약세장,fx_krw,korea_market,market,N,"USD/KRW level (+0.2022, z=+1.35)",,달러가 강하고 원화가 약해져 KRW 기준 투자자의 환율 리스크가 커지는 장세입니다. 한국 자산과 USD 노출의 역할을 분리해 봅니다.,83.702332,20.985078,0.26087,STRESS,PROVISIONAL,,,0,N,83.702332,20.985078,STRESS,PROVISIONAL,phase6_final_market_state_v1
2021-09-08,semiconductor_ai_cycle_shock,Semiconductor / AI Cycle Shock,AI·반도체 사이클 충격장,korea_semiconductor,us_global|korea_market|fx_krw,market,N,"VIX level (+0.0112, z=+0.45)",,"AI capex 기대와 반도체 모멘텀이 꺾이면서 미국 성장주와 한국 반도체 대형주가 동시에 압박받는 장세입니다. SOXX, AI leader basket, 한국 반도체 basket의 동반 약세와 원화 압력을 함께 봅니다.",61.15593,2.669356,0.05,ACTIVE,PROVISIONAL,,,0,N,61.15593,2.669356,ACTIVE,PROVISIONAL,phase6_final_market_state_v1
2021-09-08,acute_global_stress_liquidity_crunch,Acute Global Stress / Liquidity Crunch,급성 리스크오프/유동성 경색장,us_global,korea_market|fx_krw,market,N,"SPY 5d return (+0.0716, z=-0.72) | VIX level (+0.0669, z=+0.45) | QQQ 5d return (+0.0513, z=-0.68)",,변동성이 튀고 위험자산이 동반 약세를 보이는 단기 스트레스 장세입니다. 상관관계 상승과 유동성 악화를 우선 점검합니다.,58.177128,51.633831,0.916667,WATCH,WATCH,,,0,N,58.177128,51.633831,WATCH,WATCH,phase6_final_market_state_v1
